         1        0.52375        0.00509       -0.08322         0
         2        0.53334        0.00654       -0.08360         0
         3        0.54707        0.01513       -0.08294         0
         4        0.54742        0.00864       -0.08404         0
         5        0.56379        0.01655       -0.08341         0
         6        0.56336        0.00911       -0.08464         0
         7        0.57941        0.01733       -0.08384         0
         8        0.57919        0.00926       -0.08519         0
         9        0.59517        0.01793       -0.08421         0
        10        0.59514        0.00952       -0.08566         0
        11        0.61111        0.01845       -0.08453         0
        12        0.61111        0.00978       -0.08604         0
        13        0.62709        0.01887       -0.08479         0
        14        0.62708        0.00999       -0.08636         0
        15        0.64306        0.01920       -0.08499         0
        16        0.64306        0.01015       -0.08660         0
        17        0.65904        0.01943       -0.08512         0
        18        0.65904        0.01027       -0.08676         0
        19        0.67502        0.01957       -0.08520         0
        20        0.67502        0.01034       -0.08686         0
        21        0.69101        0.01964       -0.08524         0
        22        0.69101        0.01037       -0.08691         0
        23        0.70700        0.01966       -0.08525         0
        24        0.70700        0.01038       -0.08692         0
        25        0.72300        0.01967       -0.08525         0
        26        0.72300        0.01038       -0.08692         0
        27        0.73900        0.01967       -0.08525         0
        28        0.73900        0.01038       -0.08692         0
        29        0.75500        0.01967       -0.08525         0
        30        0.75500        0.01038       -0.08692         0
        31        0.77100        0.01967       -0.08525         0
        32        0.77100        0.01038       -0.08692         0
        33        0.78700        0.01967       -0.08525         0
        34        0.78700        0.01038       -0.08692         0
        35        0.80300        0.01967       -0.08525         0
        36        0.80300        0.01038       -0.08692         0
        37        0.81900        0.01967       -0.08525         0
        38        0.81900        0.01038       -0.08692         0
        39        0.83500        0.01967       -0.08525         0
        40        0.83500        0.01038       -0.08692         0
        41        0.85100        0.01967       -0.08525         0
        42        0.85100        0.01038       -0.08692         0
        43        0.86700        0.01967       -0.08525         0
        44        0.86700        0.01038       -0.08692         0
        45        0.88300        0.01967       -0.08525         0
        46        0.88300        0.01038       -0.08692         0
        47        0.00240        0.00272       -0.00654         0
        48        0.00075        0.00328        0.00007         0
        49        0.00176        0.00343        0.00656         0
        50        0.01059       -0.00000       -0.01626         0
        51        0.01359        0.01388       -0.00849         0
        52        0.00956        0.00570       -0.01228         0
        53        0.01185        0.01513        0.00006         0
        54        0.00579        0.00783       -0.00009         0
        55        0.01291        0.01458        0.00849         0
        56        0.00861        0.00749        0.01150         0
        57        0.01383        0.00530        0.01894         0
        58        0.02231        0.01231       -0.01805         0
        59        0.02303        0.00622       -0.02254         0
        60        0.88282        0.44658        0.07602         0
        61        0.02375        0.01961       -0.01134         0
        62        0.88282        0.46336        0.07596         0
        63        0.88283        0.48009        0.07590         0
        64        0.88284        0.49675        0.07585         0
        65        0.02330        0.02020        0.01182         0
        66        0.02217        0.01380        0.01844         0
        67        0.02331        0.00779        0.02354         0
        68        0.03712        0.01649       -0.02291         0
        69        0.03658        0.00878       -0.02683         0
        70        0.88285        0.51335        0.07581         0
        71        0.88285        0.52987        0.07577         0
        72        0.86713        0.41264        0.07659         0
        73        0.86713        0.42954        0.07652         0
        74        0.86714        0.44638        0.07645         0
        75        0.86714        0.46317        0.07639         0
        76        0.03775        0.01813        0.02367         0
        77        0.03820        0.00840        0.02949         0
        78        0.05180        0.01817       -0.02534         0
        79        0.05156        0.00975       -0.02958         0
        80        0.05203        0.03003       -0.01022         0
        81        0.05174        0.02541       -0.01873         0
        82        0.05220        0.03167        0.00047         0
        83        0.05251        0.03032        0.01155         0
        84        0.05282        0.02633        0.02001         0
        85        0.05249        0.01937        0.02646         0
        86        0.05254        0.01013        0.03165         0
        87        0.06720        0.01866       -0.02613         0
        88        0.06717        0.01002       -0.03060         0
        89        0.06720        0.03062       -0.01083         0
        90        0.06714        0.02606       -0.01954         0
        91        0.06721        0.03228        0.00029         0
        92        0.06733        0.03093        0.01161         0
        93        0.06755        0.02673        0.02059         0
        94        0.06735        0.01953        0.02733         0
        95        0.06734        0.01070        0.03231         0
        96        0.08301        0.01884       -0.02630         0
        97        0.08312        0.01004       -0.03092         0
        98        0.08300        0.03077       -0.01109         0
        99        0.08278        0.02623       -0.01976         0
       100        0.08306        0.03251        0.00022         0
       101        0.08307        0.03114        0.01169         0
       102        0.08312        0.02683        0.02075         0
       103        0.08309        0.01964        0.02760         0
       104        0.08306        0.01100        0.03252         0
       105        0.09887        0.01930       -0.02643         0
       106        0.09925        0.00992       -0.03143         0
       107        0.09880        0.03097       -0.01166         0
       108        0.09834        0.02652       -0.02007         0
       109        0.09908        0.03289        0.00006         0
       110        0.09913        0.03157        0.01180         0
       111        0.09914        0.02717        0.02109         0
       112        0.09905        0.02000        0.02807         0
       113        0.09882        0.01162        0.03291         0
       114        0.12379        0.00389       -0.03499         0
       115        0.11515        0.02711       -0.02069         0
       116        0.11535        0.02007       -0.02675         0
       117        0.11633        0.00903       -0.03259         0
       118        0.11517        0.03132       -0.01265         0
       119        0.86715        0.47990        0.07634         0
       120        0.86715        0.49657        0.07629         0
       121        0.11526        0.03232        0.01201         0
       122        0.11519        0.02779        0.02179         0
       123        0.11484        0.02054        0.02906         0
       124        0.11431        0.01279        0.03362         0
       125        0.04499        0.00367        0.03364         0
       126        0.05431        0.00386        0.03463         0
       127        0.06772        0.00408        0.03490         0
       128        0.08313        0.00434        0.03504         0
       129        0.09904        0.00504        0.03540         0
       130        0.11478        0.00650        0.03604         0
       131        0.13367        0.00400       -0.03521         0
       132        0.13199        0.02753       -0.02093         0
       133        0.13152        0.02007       -0.02755         0
       134        0.13181        0.01044       -0.03274         0
       135        0.13165        0.03234       -0.01204         0
       136        0.13135        0.03465        0.00010         0
       137        0.13143        0.03350        0.01250         0
       138        0.13135        0.02871        0.02287         0
       139        0.13113        0.02141        0.03055         0
       140        0.13106        0.01457        0.03485         0
       141        0.14755        0.00419       -0.03524         0
       142        0.14784        0.02818       -0.02084         0
       143        0.14733        0.02004       -0.02786         0
       144        0.14720        0.01087       -0.03282         0
       145        0.14786        0.03393       -0.01139         0
       146        0.14723        0.03650        0.00053         0
       147        0.86715        0.51317        0.07624         0
       148        0.86715        0.52970        0.07620         0
       149        0.14739        0.02399        0.03182         0
       150        0.16318        0.00454       -0.03522         0
       151        0.16407        0.02976       -0.02127         0
       152        0.16336        0.02061       -0.02818         0
       153        0.16298        0.01121       -0.03285         0
       154        0.85114        0.41246        0.07702         0
       155        0.16510        0.03723       -0.01130         0
       156        0.85114        0.42936        0.07695         0
       157        0.85114        0.44621        0.07688         0
       158        0.85114        0.46300        0.07683         0
       159        0.85114        0.47973        0.07677         0
       160        0.85114        0.49640        0.07672         0
       161        0.85114        0.51300        0.07667         0
       162        0.17925        0.00592       -0.03556         0
       163        0.85114        0.52953        0.07663         0
       164        0.17861        0.02176       -0.02950         0
       165        0.17783        0.01224       -0.03326         0
       166        0.83513        0.41175        0.09940         0
       167        0.83513        0.42869        0.09949         0
       168        0.83513        0.44558        0.09958         0
       169        0.83513        0.46241        0.09966         0
       170        0.83513        0.47917        0.09974         0
       171        0.83513        0.49588        0.09981         0
       172        0.83513        0.51251        0.09988         0
       173        0.83513        0.52908        0.09993         0
       174        0.19797        0.01755       -0.03528         0
       175        0.19586        0.01004       -0.03722         0
       176        0.83539        0.41232        0.07739         0
       177        0.83539        0.42922        0.07732         0
       178        0.19801        0.02633       -0.03311         0
       179        0.83539        0.44607        0.07725         0
       180        0.83539        0.46287        0.07719         0
       181        0.83539        0.47961        0.07713         0
       182        0.83539        0.49628        0.07707         0
       183        0.83540        0.51289        0.07702         0
       184        0.83540        0.52943        0.07698         0
       185        0.81999        0.41185        0.09859         0
       186        0.81999        0.42880        0.09868         0
       187        0.21436        0.02096       -0.04084         0
       188        0.21221        0.01059       -0.04205         0
       189        0.81999        0.44569        0.09878         0
       190        0.81999        0.46252        0.09887         0
       191        0.81999        0.47929        0.09895         0
       192        0.81998        0.49600        0.09902         0
       193        0.81998        0.51264        0.09909         0
       194        0.81998        0.52921        0.09915         0
       195        0.81993        0.41213        0.07786         0
       196        0.23720        0.01540       -0.05028         0
       197        0.23636        0.00899       -0.05106         0
       198        0.81992        0.42906        0.07778         0
       199        0.22992        0.02090       -0.04593         0
       200        0.22607        0.01042       -0.04704         0
       201        0.81991        0.44593        0.07770         0
       202        0.81991        0.46275        0.07762         0
       203        0.81990        0.47951        0.07756         0
